"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"215","Jared Wayne (HOU)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"215","Kazmeir Allen (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"215","Elijah Cooks (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","2.4%"
"215","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","4.6%"
"215","Jalen Cropper (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Jalen Guyton (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Tom Kennedy (DET)","1","0.2","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"215","Seth Williams (DAL)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Dez Fitzpatrick (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"215","Justyn Ross (KC)","1","0.2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","1.0%"
"215","Deonte Harty (BAL)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"215","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"253","Jermaine Jackson (NO)","0","0","0","0","0","0","0","1","-1","0","0","4","-0.1","0.0","0.0%"
"254","Steven Sims Jr. (BAL)","0","0","0","0","0","0","0","1","0","0","1","9","-2.0","-0.2","0.0%"
"255","Kadarius Toney (CLE)","1","0.2","0","0","0","0","0","2","-4","0","1","3","-2.4","-0.8","1.1%"
"256","Jha'Quan Jackson (TEN)","3","0.6","1","8","8.0","0","0","1","-5","0","2","12","-2.7","-0.2","0.0%"
"257","Dee Williams (NYG)","0","0","0","0","0","0","0","0","0","0","3","13","-6.0","-0.5","1.0%"
""
""
